dateid,platform,gamemode,mapname,matchid,roundnumber,objectivelocation,winrole,endroundreason,roundduration,clearancelevel,skillrank,role,team,haswon,operator,nbkills,isdead,primaryweapon,primaryweapontype,primarysight,primarygrip,primaryunderbarrel,primarybarrel,secondaryweapon,secondaryweapontype,secondarysight,secondarygrip,secondaryunderbarrel,secondarybarrel,secondarygadget
20170212,PS4,BOMB,OREGON,1523152401,1,KITCHEN-DINING_HALL,Defender,AttackersEliminated,153,86,Gold,Defender,1,1,BOPE-CAVEIRA,0,1,M12,Submachine_Guns,Reflex,None,None,HeavyBarrel,PRB92,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,3,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,183,27,Bronze,Attacker,0,1,SAT-HIBANA,2,0,TYPE-89,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,BEARING_9,Submachine_Guns,RedDot,None,None,Suppressor,STUN_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,2,REAR_STAGE-WATCH_TOWER,Attacker,DefendersEliminated,101,58,Bronze,Attacker,1,1,NAVYSEAL-BLACKBEARD,0,0,MK17_CQB,Assault_Rifles,Acog,Vertical,None,Compensator,D-50,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,OREGON,1523152401,1,KITCHEN-DINING_HALL,Defender,AttackersEliminated,153,32,Bronze,Attacker,0,0,SPETSNAZ-FUZE,1,1,AK-12,Assault_Rifles,Reflex,Vertical,None,Flash,PMM,Pistols,None,None,None,None,STUN_GRENADE
20170212,PS4,BOMB,OREGON,1523152401,5,KIDS_DORMS-DORMS_MAIN_HALL,Attacker,DefendersEliminated,180,41,Gold,Attacker,0,1,SPETSNAZ-FUZE,3,0,6P41,Light_Machine_Guns,Reflex,Vertical,None,Flash,PMM,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,92,Gold,Attacker,0,1,GIGN-TWITCH,0,1,F2,Assault_Rifles,Acog,Vertical,Laser,MuzzleBrake,P9,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,92,Gold,Defender,0,1,SWAT-PULSE,2,0,UMP45,Submachine_Guns,Reflex,Vertical,Laser,HeavyBarrel,M45_MEUSOC,Pistols,None,None,None,None,BARBED_WIRE
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,103,Platinum,Attacker,0,1,JTF2-BUCK,3,1,CAMRS,Marksman_Rifles,Reflex,None,Laser,MuzzleBrake,MK1_9mm,Pistols,None,None,None,None,STUN_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,92,Gold,Attacker,0,1,GIGN-TWITCH,1,0,F2,Assault_Rifles,Acog,Vertical,Laser,MuzzleBrake,P9,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,48,Platinum,Defender,1,0,SWAT-PULSE,1,1,UMP45,Submachine_Guns,RedDot,Vertical,Laser,Flash,5.7_USG,Pistols,None,None,Laser,MuzzleBrake,NITRO_CELL
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,121,Gold,Defender,1,0,SAS-MUTE,0,1,MP5K,Submachine_Guns,RedDot,None,None,MuzzleBrake,P226_MK_25,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,121,Gold,Attacker,1,0,NAVYSEAL-BLACKBEARD,1,1,MK17_CQB,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,D-50,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,48,Platinum,Attacker,1,0,GIGN-TWITCH,2,1,F2,Assault_Rifles,Acog,Vertical,None,Compensator,LFP586,Pistols,None,None,Laser,None,BREACH_CHARGE
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,59,Unranked,Attacker,1,0,GIGN-TWITCH,0,0,F2,Assault_Rifles,Acog,Vertical,None,Flash,LFP586,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,164,Gold,Attacker,1,0,GIGN-MONTAGNE,0,1,Shield,Shield,None,None,None,None,P9,Pistols,None,None,Laser,MuzzleBrake,SMOKE_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,67,Unranked,Attacker,0,1,SAS-SLEDGE,0,1,L85A2,Assault_Rifles,RedDot,Vertical,None,Suppressor,SMG-11,Submachine_Guns,RedDot,Vertical,None,Compensator,FRAG_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,67,Unranked,Defender,0,1,SWAT-CASTLE,0,1,UMP45,Submachine_Guns,RedDot,Vertical,Laser,MuzzleBrake,M45_MEUSOC,Pistols,None,None,None,MuzzleBrake,DEPLOYABLE_SHIELD
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,103,Platinum,Attacker,0,1,JTF2-BUCK,2,0,CAMRS,Marksman_Rifles,Reflex,None,Laser,MuzzleBrake,MK1_9mm,Pistols,None,None,None,None,STUN_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,92,Gold,Defender,0,1,SWAT-PULSE,2,0,M1014,Shotguns,EosHolo,None,Laser,None,M45_MEUSOC,Pistols,None,None,None,None,BARBED_WIRE
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,164,Gold,Attacker,1,0,SAT-HIBANA,1,1,TYPE-89,Assault_Rifles,Acog,Vertical,Laser,MuzzleBrake,BEARING_9,Submachine_Guns,RedDot,None,Laser,Compensator,CLAYMORE
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,114,Gold,Defender,1,0,GSG9-JAGER,1,1,416-C_CARBINE,Assault_Rifles,Acog,Vertical,None,Compensator,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,72,Gold,Attacker,0,1,SWAT-THERMITE,1,1,556XI,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,M45_MEUSOC,Pistols,None,None,None,MuzzleBrake,CLAYMORE
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,67,Unranked,Defender,0,1,GIGN-DOC,0,0,MP5,Submachine_Guns,Reflex,Vertical,None,MuzzleBrake,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,103,Platinum,Defender,0,1,SAS-SMOKE,2,1,FMG-9,Submachine_Guns,RedDot,None,Laser,Flash,P226_MK_25,Pistols,None,None,None,None,BARBED_WIRE
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,114,Gold,Attacker,1,0,SWAT-ASH,0,1,R4-C,Assault_Rifles,Acog,Vertical,None,Compensator,M45_MEUSOC,Pistols,None,None,None,Suppressor,SMOKE_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,67,Unranked,Attacker,0,1,SAS-SLEDGE,0,0,L85A2,Assault_Rifles,RedDot,Vertical,None,Suppressor,SMG-11,Submachine_Guns,RedDot,Vertical,None,Compensator,FRAG_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,59,Unranked,Defender,1,0,GIGN-ROOK,0,1,MP5,Submachine_Guns,Acog,Vertical,None,Flash,LFP586,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,74,Platinum,Defender,0,1,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Reflex,None,None,Suppressor,P12,Pistols,None,None,None,Suppressor,BARBED_WIRE
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,72,Gold,Defender,0,1,GIGN-ROOK,0,1,MP5,Submachine_Guns,Acog,Vertical,None,MuzzleBrake,LFP586,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,164,Gold,Defender,1,0,SAS-SMOKE,0,1,FMG-9,Submachine_Guns,RedDot,None,None,MuzzleBrake,SMG-11,Submachine_Guns,RedDot,Vertical,Laser,HeavyBarrel,IMPACT_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,48,Platinum,Attacker,1,0,JTF2-BUCK,1,1,C8-SFW,Assault_Rifles,Acog,None,None,Flash,MK1_9mm,Pistols,None,None,None,MuzzleBrake,FRAG_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,59,Unranked,Defender,1,0,GIGN-ROOK,0,1,MP5,Submachine_Guns,Acog,Vertical,None,Flash,LFP586,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,164,Gold,Defender,1,0,SAS-SMOKE,1,1,FMG-9,Submachine_Guns,RedDot,None,None,MuzzleBrake,SMG-11,Submachine_Guns,RedDot,Vertical,Laser,HeavyBarrel,IMPACT_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,74,Platinum,Attacker,0,1,SWAT-ASH,0,1,R4-C,Assault_Rifles,EosHolo,Vertical,Laser,Suppressor,M45_MEUSOC,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,59,Unranked,Attacker,1,0,GSG9-BLITZ,0,1,Shield,Shield,None,None,None,None,P12,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,74,Platinum,Defender,0,1,BOPE-CAVEIRA,1,0,M12,Submachine_Guns,RedDot,None,Laser,Suppressor,PRB92,Pistols,None,None,Laser,None,BARBED_WIRE
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,103,Platinum,Defender,0,1,SAS-SMOKE,2,0,FMG-9,Submachine_Guns,RedDot,None,Laser,Flash,P226_MK_25,Pistols,None,None,None,None,BARBED_WIRE
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,121,Gold,Defender,1,0,SAS-MUTE,0,1,MP5K,Submachine_Guns,EosHolo,None,None,Flash,P226_MK_25,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,114,Gold,Defender,1,0,GSG9-JAGER,0,1,416-C_CARBINE,Assault_Rifles,EosHolo,Vertical,None,Compensator,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,PS4,HOSTAGE,YACHT,1523230581,2,CASINO,Defender,TimeExpired,232,72,Gold,Defender,0,1,GIGN-ROOK,0,1,MP5,Submachine_Guns,Acog,Vertical,None,MuzzleBrake,LFP586,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,114,Gold,Attacker,1,0,SAS-SLEDGE,0,1,L85A2,Assault_Rifles,EosHolo,Vertical,None,Compensator,SMG-11,Submachine_Guns,EosHolo,Vertical,None,HeavyBarrel,FRAG_GRENADE
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,48,Platinum,Defender,1,0,SWAT-PULSE,1,1,UMP45,Submachine_Guns,RedDot,Vertical,Laser,Flash,5.7_USG,Pistols,None,None,Laser,MuzzleBrake,NITRO_CELL
20170212,PS4,HOSTAGE,YACHT,1523230581,3,ENGINE,Attacker,DefendersEliminated,160,72,Gold,Attacker,0,1,SWAT-THERMITE,2,0,556XI,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,M45_MEUSOC,Pistols,None,None,None,MuzzleBrake,CLAYMORE
20170212,PS4,HOSTAGE,YACHT,1523230581,1,CASINO,Attacker,DefendersEliminated,134,74,Platinum,Attacker,0,1,SWAT-ASH,2,0,R4-C,Assault_Rifles,EosHolo,Vertical,Laser,Suppressor,M45_MEUSOC,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,HOSTAGE,YACHT,1523230581,4,MAPS_ROOM,Defender,AttackersEliminated,130,121,Gold,Attacker,1,0,NAVYSEAL-BLACKBEARD,0,1,MK17_CQB,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,D-50,Pistols,None,None,None,None,BREACH_CHARGE
20170212,XONE,BOMB,OREGON,1523542861,2,KIDS_DORMS-DORMS_MAIN_HALL,Defender,BombExploded,232,60,Unranked,Defender,0,1,GSG9-JAGER,2,0,416-C_CARBINE,Assault_Rifles,Acog,Vertical,None,Compensator,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,XONE,BOMB,OREGON,1523542861,4,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,181,111,Silver,Attacker,1,1,SAT-HIBANA,1,0,TYPE-89,Assault_Rifles,Acog,Vertical,None,Flash,BEARING_9,Submachine_Guns,RedDot,None,None,Compensator,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,128,Gold,Defender,1,0,SAS-SMOKE,1,1,FMG-9,Submachine_Guns,Reflex,None,None,Suppressor,SMG-11,Submachine_Guns,RedDot,Vertical,None,HeavyBarrel,IMPACT_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,1,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,154,111,Silver,Defender,1,0,SWAT-PULSE,0,1,M1014,Shotguns,Reflex,None,None,None,M45_MEUSOC,Pistols,None,None,Laser,MuzzleBrake,NITRO_CELL
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,56,Unranked,Attacker,0,1,BOPE-CAPITAO,1,0,PARA-308,Assault_Rifles,Reflex,Vertical,None,Compensator,PRB92,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,111,Silver,Defender,1,0,SWAT-PULSE,1,1,M1014,Shotguns,Reflex,None,None,None,M45_MEUSOC,Pistols,None,None,Laser,MuzzleBrake,NITRO_CELL
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,14,Unranked,Attacker,0,1,SAS-SLEDGE,1,1,L85A2,Assault_Rifles,Reflex,Vertical,None,Compensator,SMG-11,Submachine_Guns,None,None,None,None,FRAG_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,4,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,181,129,Unranked,Defender,0,0,SAS-SMOKE,0,1,FMG-9,Submachine_Guns,Reflex,None,None,Flash,SMG-11,Submachine_Guns,Reflex,Vertical,None,Compensator,BARBED_WIRE
20170212,XONE,BOMB,OREGON,1523542861,4,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,181,123,Gold,Attacker,1,1,GIGN-TWITCH,0,0,F2,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,P9,Pistols,None,None,Laser,Suppressor,BREACH_CHARGE
20170212,XONE,BOMB,OREGON,1523542861,1,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,154,60,Unranked,Attacker,0,1,SWAT-ASH,2,1,R4-C,Assault_Rifles,EosHolo,Vertical,None,Compensator,5.7_USG,Pistols,None,None,None,MuzzleBrake,SMOKE_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,2,KIDS_DORMS-DORMS_MAIN_HALL,Defender,BombExploded,232,128,Gold,Attacker,1,0,SWAT-ASH,1,1,R4-C,Assault_Rifles,Acog,Vertical,Laser,Compensator,M45_MEUSOC,Pistols,None,None,None,None,SMOKE_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,4,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,181,13,Unranked,Attacker,1,1,SAS-SLEDGE,0,1,L85A2,Assault_Rifles,Acog,Vertical,None,None,SMG-11,Submachine_Guns,None,None,None,None,FRAG_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,1,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,154,129,Unranked,Attacker,0,1,GIGN-TWITCH,1,0,F2,Assault_Rifles,Acog,Vertical,None,Compensator,P9,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,2,KIDS_DORMS-DORMS_MAIN_HALL,Defender,BombExploded,232,123,Gold,Attacker,1,0,GIGN-TWITCH,0,1,F2,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,P9,Pistols,None,None,Laser,Suppressor,BREACH_CHARGE
20170212,XONE,BOMB,OREGON,1523542861,1,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,154,14,Unranked,Attacker,0,1,SAS-SLEDGE,0,0,L85A2,Assault_Rifles,Reflex,Vertical,None,Compensator,SMG-11,Submachine_Guns,None,None,None,None,FRAG_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,4,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,181,128,Gold,Attacker,1,1,SWAT-ASH,1,0,R4-C,Assault_Rifles,Acog,Vertical,Laser,Compensator,M45_MEUSOC,Pistols,None,None,None,None,SMOKE_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,56,Unranked,Attacker,0,1,BOPE-CAPITAO,0,1,PARA-308,Assault_Rifles,Reflex,Vertical,None,Compensator,PRB92,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,128,Gold,Defender,1,0,SAS-SMOKE,1,1,FMG-9,Submachine_Guns,Reflex,None,None,Suppressor,SMG-11,Submachine_Guns,RedDot,Vertical,None,HeavyBarrel,IMPACT_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,60,Unranked,Attacker,0,1,SWAT-ASH,4,0,R4-C,Assault_Rifles,EosHolo,Vertical,None,Compensator,5.7_USG,Pistols,None,None,None,MuzzleBrake,SMOKE_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,1,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,154,48,Unranked,Attacker,0,1,SAT-HIBANA,2,0,TYPE-89,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,BEARING_9,Submachine_Guns,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,108,Unranked,Defender,1,0,GSG9-JAGER,1,1,416-C_CARBINE,Assault_Rifles,Acog,Vertical,None,Suppressor,P12,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,108,Unranked,Defender,1,0,GSG9-JAGER,0,1,416-C_CARBINE,Assault_Rifles,Acog,Vertical,None,Suppressor,P12,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,BOMB,OREGON,1523542861,2,KIDS_DORMS-DORMS_MAIN_HALL,Defender,BombExploded,232,13,Unranked,Attacker,1,0,SAS-SLEDGE,0,0,L85A2,Assault_Rifles,Acog,Vertical,None,None,P226_MK_25,Pistols,None,None,None,None,FRAG_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,48,Unranked,Attacker,0,1,SAT-HIBANA,0,1,TYPE-89,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,BEARING_9,Submachine_Guns,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,111,Silver,Defender,1,0,JTF2-FROST,0,1,9mm_C1,Submachine_Guns,RedDot,Angle,None,None,MK1_9mm,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,60,Unranked,Attacker,0,1,SWAT-ASH,2,0,R4-C,Assault_Rifles,EosHolo,Vertical,None,Compensator,5.7_USG,Pistols,None,None,None,MuzzleBrake,SMOKE_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,1,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,154,13,Unranked,Defender,1,0,GIGN-DOC,0,1,MP5,Submachine_Guns,Acog,None,None,None,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,129,Unranked,Attacker,0,1,GIGN-TWITCH,0,0,F2,Assault_Rifles,Acog,Vertical,None,Compensator,P9,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,123,Gold,Defender,1,0,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Acog,None,None,Compensator,P12,Pistols,None,None,None,MuzzleBrake,BARBED_WIRE
20170212,XONE,BOMB,OREGON,1523542861,4,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,181,108,Unranked,Attacker,1,1,SWAT-THERMITE,3,0,556XI,Assault_Rifles,Acog,Vertical,None,Compensator,M45_MEUSOC,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,1,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,154,123,Gold,Defender,1,0,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Acog,None,None,Compensator,P12,Pistols,None,None,None,MuzzleBrake,BARBED_WIRE
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,13,Unranked,Defender,1,0,GIGN-DOC,0,1,MP5,Submachine_Guns,Acog,None,None,None,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,BOMB,OREGON,1523542861,1,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,154,56,Unranked,Attacker,0,1,BOPE-CAPITAO,0,0,PARA-308,Assault_Rifles,Reflex,Vertical,None,Compensator,PRB92,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,2,KIDS_DORMS-DORMS_MAIN_HALL,Defender,BombExploded,232,108,Unranked,Attacker,1,0,SWAT-THERMITE,0,1,556XI,Assault_Rifles,Acog,Vertical,None,Compensator,M45_MEUSOC,Pistols,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,2,KIDS_DORMS-DORMS_MAIN_HALL,Defender,BombExploded,232,14,Unranked,Defender,0,1,SPETSNAZ-KAPKAN,1,0,9x19VSN,Submachine_Guns,RedDot,Vertical,None,Compensator,GSH-18,Pistols,None,None,(null),None,NITRO_CELL
20170212,XONE,BOMB,OREGON,1523542861,4,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,181,14,Unranked,Defender,0,0,SPETSNAZ-KAPKAN,1,1,9x19VSN,Submachine_Guns,RedDot,Vertical,None,Compensator,GSH-18,Pistols,None,None,(null),None,NITRO_CELL
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,129,Unranked,Attacker,0,1,G.E.O.-JACKAL,0,1,C7E,Assault_Rifles,Acog,Vertical,None,Compensator,ITA12S,Shotguns,RedDot,None,None,None,STUN_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,13,Unranked,Defender,1,0,GIGN-DOC,0,1,MP5,Submachine_Guns,Acog,None,None,None,P9,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,123,Gold,Defender,1,0,GSG9-BANDIT,2,1,MP7,Submachine_Guns,Acog,None,None,Compensator,P12,Pistols,None,None,None,MuzzleBrake,BARBED_WIRE
20170212,XONE,BOMB,OREGON,1523542861,2,KIDS_DORMS-DORMS_MAIN_HALL,Defender,BombExploded,232,129,Unranked,Defender,0,1,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Acog,None,None,Compensator,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,XONE,BOMB,OREGON,1523542861,4,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,181,48,Unranked,Defender,0,0,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Acog,None,None,Flash,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,XONE,BOMB,OREGON,1523542861,2,KIDS_DORMS-DORMS_MAIN_HALL,Defender,BombExploded,232,56,Unranked,Defender,0,1,NAVYSEAL-VALKYRIE,0,0,MPX,Submachine_Guns,Reflex,Vertical,None,Compensator,D-50,Pistols,None,None,None,None,NITRO_CELL
20170212,XONE,BOMB,OREGON,1523542861,5,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,193,48,Unranked,Attacker,0,1,SAT-HIBANA,2,1,TYPE-89,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,BEARING_9,Submachine_Guns,None,None,None,None,CLAYMORE
20170212,XONE,BOMB,OREGON,1523542861,3,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,210,14,Unranked,Attacker,0,1,SAS-SLEDGE,0,1,L85A2,Assault_Rifles,Reflex,Vertical,None,Compensator,SMG-11,Submachine_Guns,None,None,None,None,FRAG_GRENADE
20170212,XONE,BOMB,OREGON,1523542861,4,LAUDRY_ROOM-SUPPLY_ROOM,Attacker,DefendersEliminated,181,56,Unranked,Defender,0,0,NAVYSEAL-VALKYRIE,0,1,MPX,Submachine_Guns,Reflex,Vertical,None,Compensator,D-50,Pistols,None,None,None,None,NITRO_CELL
20170212,XONE,BOMB,OREGON,1523542861,2,KIDS_DORMS-DORMS_MAIN_HALL,Defender,BombExploded,232,111,Silver,Attacker,1,0,SAT-HIBANA,0,1,TYPE-89,Assault_Rifles,Acog,Vertical,None,Flash,BEARING_9,Submachine_Guns,RedDot,None,None,Compensator,CLAYMORE
